Date,ppt_min,ppt_max,ppt_mean,ppt_median,tmean_mean,tmean_median,tmin_min,tmax_max,tdmean_mean,tdmean_median,vpdmin_min,vpdmax_max,Fpar_max,Fpar_mean,Fpar_median,Cloud_state_max,Cloud_state_mean,Cloud_state_median,area,distNum,CD,Lai_median_smoothed,VoLTEDropRateMarket_low_smoothed,VoLTEDropRateMarket_mean_smoothed
1/30/2018,2.977999926,3.943000078,3.445312485,3.48300004,3.169750139,3.166000128,-0.708999991,6.68599987,-2.374062493,-2.345000029,0.381000012,4.613999844,14.5,11.16666667,11,0,0,0,NY,7,NY_7,1.805856448,0.247978644,0.319970577
1/31/2018,0,0.001,6.25E-05,0,-2.273750111,-2.253000021,-7.474999905,2.813999891,-8.26918751,-8.284999847,0.513999999,2.884000063,11.75,9.75,9.5,0,0,0,NY,7,NY_7,1.807598722,0.248541246,0.320603392
2/1/2018,0,0,0,0,-2.567375079,-2.569000006,-6.848999977,1.758999944,-9.853625,-9.748000145,1.361999989,4.374000072,9,8.333333333,8,0,0,0,NY,7,NY_7,1.809080279,0.248984038,0.321225671
2/2/2018,7.409999847,9.237999916,8.15350011,8.152000427,2.939750135,2.976000071,-0.814999998,6.907999992,-1.460562516,-1.529000044,0.232999995,5.122000217,11.75,9.333333333,8.25,0.25,0.166666667,0.25,NY,7,NY_7,1.81016011,0.249481477,0.32166596
2/3/2018,0,0,0,0,-4.746000111,-4.76150012,-8.579999924,-0.963999987,-15.14093739,-15.125,1.320000052,3.121999979,14.5,10.33333333,8.5,0.5,0.333333333,0.5,NY,7,NY_7,1.810708429,0.250107067,0.321337864
2/4/2018,0,0,0,0,-3.304375172,-3.291000128,-7.414999962,0.765999973,-11.4453125,-11.39999962,1.5,4.044000149,17.25,11.33333333,8.75,0.75,0.5,0.75,NY,7,NY_7,1.810606545,0.250930187,0.321597731
2/5/2018,21.22500038,25.74099922,23.30443764,23.32500076,4.076687723,4.11400032,1.100999951,7.368999958,1.161187507,1.106999993,0.057999998,3.996000052,20,12.33333333,9,1,0.666666667,1,NY,7,NY_7,1.809746733,0.25204201,0.323317185
2/6/2018,0,0,0,0,-0.173000007,-0.163000003,-4.052999973,3.346999884,-10.19006264,-10.16149998,1.008999944,4.195000172,19.75,14,11.5,1,0.75,1,NY,7,NY_7,1.80803212,0.253254974,0.3235393
2/7/2018,0,0,0,0,0.534750028,0.562000036,-1.97300005,2.869999886,-6.822937429,-6.756000042,1.279000044,3.65899992,19.5,15.66666667,14,1,0.833333333,1,NY,7,NY_7,1.80537657,0.254149164,0.324192098
2/8/2018,22.45400047,23.86300087,23.23268783,23.34549999,2.123750091,2.156000137,-2.940999985,7.225999832,-2.003437504,-1.922000051,0.067000002,2.372999907,19.25,17.33333333,16.5,1,0.916666667,1,NY,7,NY_7,1.80170458,0.25466633,0.324877327
2/9/2018,0,0,0,0,-1.351500057,-1.395000041,-4.201000214,1.633999944,-9.982437432,-9.977999687,1.567999959,4.22300005,19,19,19,1,1,1,NY,7,NY_7,1.796951181,0.254835788,0.325031559
2/10/2018,0,0,0,0,0.781875037,0.775000036,-3.019999981,4.55700016,-4.030437514,-4.031000137,0.611000001,3.936000109,18.75,17.5,17.5,1,0.9375,0.9375,NY,7,NY_7,1.791061846,0.255015364,0.324234867
2/11/2018,19.03100014,21.99300003,20.60543692,21.04999924,6.848875284,6.868000507,3.693000078,9.821000099,6.051999986,6.080999851,0,2.753000021,18.5,16,16,1,0.875,0.875,NY,7,NY_7,1.783992398,0.255398177,0.324345579
2/12/2018,20.67000008,23.32299995,21.89768755,21.52399921,11.20481294,11.25800037,6.323999882,16.35499954,9.6293751,9.677500248,0,4.492000103,18.25,14.5,14.5,1,0.8125,0.8125,NY,7,NY_7,1.775708663,0.255967158,0.325813557
2/13/2018,0,0.241999999,0.073625001,0,2.827875108,2.841500044,-2.742000103,8.239999771,-6.574937522,-6.495999813,1.960999966,6.522999763,18,13,13,1,0.75,0.75,NY,7,NY_7,1.766191668,0.256716096,0.32626628
2/14/2018,0,0.331999987,0.097249999,0.071499998,0.921312537,0.917500049,-2.407000065,4.296000004,-6.412375063,-6.400000095,0.938000023,5.879000187,18.25,13.125,13.125,1,0.75,0.75,NY,7,NY_7,1.755463203,0.25764965,0.326587552
2/15/2018,1.506999969,2.506999969,1.902812473,1.870000005,6.902750313,6.976000309,2.697999954,11.16399956,2.680062458,2.681999922,0.351999998,6.348999977,18.5,13.25,13.25,1,0.75,0.75,NY,7,NY_7,1.743594284,0.258764465,0.326540568
2/16/2018,5.489999771,6.711999893,6.044187427,6.122999907,11.25031304,11.2680006,7.262000084,14.86699963,9.634750009,9.727000237,0.143000007,3.933000088,18.75,13.375,13.375,1,0.75,0.75,NY,7,NY_7,1.730707714,0.25994734,0.326729713
2/17/2018,1.751999974,2.809999943,2.18993748,2.292999983,6.418250233,6.426000118,-1.710000038,14.46700001,0.1845625,0.273499995,0.871999979,5.728000164,19,13.5,13.5,1,0.75,0.75,NY,7,NY_7,1.716968658,0.26103251,0.326392596
2/18/2018,13.62800026,14.95300007,14.29875028,14.38050032,1.61875008,1.580500066,-0.935000002,4.410999775,-2.888250008,-2.865999937,0.046999998,4.517000198,19.25,13.125,12.125,1,0.645833333,0.5625,NY,7,NY_7,1.702538443,0.261853004,0.326666584
2/19/2018,0,0,0,0,4.133187637,4.085000038,-0.224000007,8.138999939,-3.663125038,-3.60800004,0.677999973,6.711999893,19.5,12.75,10.75,1,0.541666667,0.375,NY,7,NY_7,1.687561298,0.262247196,0.32841974
2/20/2018,1.312000036,1.718999982,1.606062517,1.628000021,6.341562867,6.389000416,2.838000059,9.545000076,5.445749968,5.428999901,0,3.809999943,19.75,12.375,9.375,1,0.4375,0.1875,NY,7,NY_7,1.672162323,0.262058688,0.328679007
2/21/2018,0,0,0,0,14.57918823,14.677001,8.840000153,19.90399933,10.86393756,10.88150024,0.098999999,8.961999893,20,12,8,1,0.333333333,0,NY,7,NY_7,1.656445423,0.261244843,0.329020893
2/22/2018,0.175999999,1.320000052,0.777249994,0.838999987,16.01025057,16.04400063,7.855999947,24.71699905,9.970624983,10.00750017,0.600000024,14.03800011,20.25,12.125,8.125,1,0.333333333,0,NY,7,NY_7,1.640491229,0.260168161,0.328021494
2/23/2018,2.463999987,3.362999916,2.856625006,2.887000084,5.29575026,5.276000261,2.775000095,7.885000229,1.176062502,1.210999966,0.510999978,4.089000225,20.5,12.25,8.25,1,0.333333333,0,NY,7,NY_7,1.62435499,0.259237013,0.327485405
2/24/2018,0.523999989,2.361000061,1.508062508,1.660999954,5.056500196,5.060000181,3.15199995,6.93900013,3.213874996,3.207999945,0.082000002,1.57099998,20.75,12.375,8.375,1,0.333333333,0,NY,7,NY_7,1.608064442,0.258833355,0.327259429
2/25/2018,20.61400032,21.6970005,21.31918764,21.33650017,8.882063031,8.897000313,5.668000221,12.11400032,5.122687489,5.118999958,0.164000005,5.883999825,21,12.5,8.5,1,0.333333333,0,NY,7,NY_7,1.59161765,0.259027156,0.327621684
2/26/2018,5.56799984,9.835000038,7.950062335,8.429499626,6.178937823,6.14350009,4.71999979,7.625999928,4.842812568,4.853000164,0.118000001,2.204999924,21.25,12.625,8.625,1,0.333333333,0,NY,7,NY_7,1.574987242,0.259640169,0.329301284
2/27/2018,0,0,0,0,7.044062853,7.08700037,2.700000048,11.05900002,-2.637125,-2.573999882,2.459000111,8.489999771,21.5,12.75,8.75,1,0.333333333,0,NY,7,NY_7,1.558144291,0.260500355,0.330971312
2/28/2018,0,0,0,0,8.506438017,8.589000702,2.964999914,13.96000004,-3.376999989,-3.36500001,2.26699996,11.43500042,21.75,12.875,8.875,1,0.333333333,0,NY,7,NY_7,1.541064583,0.261441783,0.331568663
3/1/2018,0,0,0,0,10.25187546,10.30600071,4.502999783,16.3579998,1.390499979,1.351999998,1.86500001,12.17199993,22,13,9,1,0.333333333,0,NY,7,NY_7,1.523728901,0.2623081,0.332091659
3/2/2018,37.6590004,43.68500137,40.22406244,39.91799927,9.317563057,9.330000877,3.851999998,14.80799961,4.429500014,4.446000099,0.34799999,8.06499958,20,12.25,9.25,1,0.375,0.125,NY,7,NY_7,1.506123313,0.262989593,0.332495879
3/3/2018,44.98899841,58.20000076,51.06262493,50.69300079,2.657875121,2.668500066,1.638000011,3.671000004,-0.673250008,-0.647000015,0.342000008,2.540999889,18,11.5,9.5,1,0.416666667,0.25,NY,7,NY_7,1.48823947,0.263501208,0.332226825
3/4/2018,0,0,0,0,6.231812775,6.226500273,3.306999922,9.572999954,-1.804562502,-1.81400001,2.410000086,6.909999847,16,10.75,9.75,1,0.458333333,0.375,NY,7,NY_7,1.47007491,0.263876829,0.332451213
3/5/2018,0,0,0,0,3.904562652,3.879000187,0.586000025,7.284999847,-5.468874991,-5.458000183,2.052999973,6.15199995,14,10,10,1,0.5,0.5,NY,7,NY_7,1.451633375,0.264149032,0.333897615
3/6/2018,0,0,0,0,3.139375106,3.110500097,-0.300999999,6.561999798,-4.465000063,-4.486000061,1.465000033,5.025000095,16,10.33333333,9,0.875,0.416666667,0.375,NY,7,NY_7,1.432925134,0.264349106,0.334484632
3/7/2018,2.959000111,3.621999979,3.371937484,3.331499934,4.425125211,4.405500174,0.893000007,8.055999756,-2.011874996,-2.042999983,0.208000004,5.922999859,18,10.66666667,8,0.75,0.333333333,0.25,NY,7,NY_7,1.413967313,0.264507073,0.335217771
3/8/2018,32.72100067,35.83599854,35.20537472,35.38700104,1.538875088,1.517500103,0.264999986,2.697000027,-0.338,-0.326999992,0.033,1.348999977,20,11,7,0.625,0.25,0.125,NY,7,NY_7,1.394784237,0.264651863,0.335657129
3/9/2018,0,0,0,0,1.705125079,1.698000073,-1.141000032,4.587999821,-4.699187517,-4.710000038,1.225999951,3.690000057,22,11.33333333,6,0.5,0.166666667,0,NY,7,NY_7,1.375407777,0.264808011,0.335932661
3/10/2018,0,0,0,0,2.78700012,2.821000099,-0.708999991,6.394000053,-5.540874988,-5.566999912,1.327000022,5.349999905,20.25,10.83333333,6.25,0.625,0.208333333,0,NY,7,NY_7,1.355877711,0.264974367,0.335432899
3/11/2018,0,0,0,0,2.299687609,2.238000154,-0.428000003,5.031000137,-7.308625042,-7.334500074,2.312999964,5.190999985,18.5,10.33333333,6.5,0.75,0.25,0,NY,7,NY_7,1.336242088,0.265146133,0.335656409
3/12/2018,0,0,0,0,3.699812651,3.632000208,-0.714999974,8.00399971,-6.166374981,-6.149000168,1.585999966,7.459000111,16.75,9.833333333,6.75,0.875,0.291666667,0,NY,7,NY_7,1.316557602,0.265319244,0.337310054
3/13/2018,5.472000122,6.171000004,5.813687503,5.757500172,3.259312645,3.272000074,0.209999993,6.079999924,-1.409624979,-1.432999969,0.203999996,4.489999771,15,9.333333333,7,1,0.333333333,0,NY,7,NY_7,1.29688899,0.265490368,0.338040819
3/14/2018,5.440000057,7.015999794,6.215812564,6.366000175,2.647312582,2.627500176,-0.298999995,5.876999855,-4.643062443,-4.598999977,0.312999994,4.81400013,17.25,10,6.75,1,0.333333333,0,NY,7,NY_7,1.277306935,0.265656905,0.338600097
3/15/2018,0,0,0,0,2.485437661,2.493500233,0.159999996,4.81099987,-5.988750011,-6.007999897,1.393000007,4.710999966,19.5,10.66666667,6.5,1,0.333333333,0,NY,7,NY_7,1.257893164,0.265814387,0.33902303
3/16/2018,0,0,0,0,4.768875152,4.740000248,0.694000006,8.907999992,-5.184250087,-5.191999912,1.858999968,7.893000126,21.75,11.33333333,6.25,1,0.333333333,0,NY,7,NY_7,1.238741476,0.265947074,0.339488283
3/17/2018,0,0,0,0,1.301312566,1.277500093,-2.266000032,5.144000053,-9.711437523,-9.746999741,2.242000103,5.714000225,24,12,6,1,0.333333333,0,NY,7,NY_7,1.219957163,0.26605846,0.339305573
3/18/2018,0,0,0,0,4.033750251,4.025500298,-1.557999969,9.890999794,-10.38362509,-10.44150019,2.526000023,9.784000397,22.75,11.58333333,6,1,0.375,0.125,NY,7,NY_7,1.201656424,0.266153877,0.339588961
3/19/2018,0,0,0,0,2.894937605,2.923000097,-1.467000008,7.763999939,-11.68437487,-11.6704998,1.771000028,8.522999763,21.5,11.16666667,6,1,0.416666667,0.25,NY,7,NY_7,1.183965807,0.266236566,0.34109535
3/20/2018,0,0,0,0,3.942937627,3.917000175,-0.833999991,8.68599987,-11.55700016,-11.54250002,3.085999966,9.402999878,20.25,10.75,6,1,0.458333333,0.375,NY,7,NY_7,1.167021657,0.266307685,0.34160157
3/21/2018,1.340000033,1.649999976,1.464249998,1.453999996,2.010500133,1.990000129,-0.163000003,4.046999931,-8.223249912,-8.24450016,1.850000024,4.929999828,19,10.33333333,6,1,0.5,0.5,NY,7,NY_7,1.15096957,0.266366308,0.342430971
3/22/2018,30.07500076,42.52500153,36.30900049,36.57850075,0.817500044,0.789500058,-0.149000004,1.675999999,-1.530750006,-1.513000011,0.173999995,1.657999992,18.5,10.25,6.25,0.875,0.458333333,0.5,NY,7,NY_7,1.135963873,0.266409433,0.343071309
3/23/2018,0,0,0,0,6.122625262,6.115000486,1.575000048,10.99800015,-5.028000057,-4.997000217,1.893000007,9.196000099,18,10.16666667,6.5,0.75,0.416666667,0.5,NY,7,NY_7,1.122167099,0.266371414,0.343333558
3/24/2018,0,0,0,0,5.912312835,5.880500317,1.659999967,10.30799961,-5.646999896,-5.644499779,3.023000002,8.456999779,17.5,10.08333333,6.75,0.625,0.375,0.5,NY,7,NY_7,1.109749489,0.266129038,0.342831919
3/25/2018,0,0,0,0,5.905437678,5.854000092,1.024999976,10.95499992,-7.222437471,-7.197999954,1.968000054,10.10099983,17,10,7,0.5,0.333333333,0.5,NY,7,NY_7,1.098888494,0.265567139,0.343032158
3/26/2018,0,0,0,0,3.580812693,3.546500206,-0.319999993,6.936999798,-4.539687455,-4.550000191,1.741000056,5.327000141,16.5,9.75,6.75,0.375,0.25,0.375,NY,7,NY_7,1.089768299,0.264578524,0.342867238
3/27/2018,0,0,0,0,4.827062786,4.876000404,-0.256000012,9.536999702,-4.921875,-4.940999985,1.539000034,8.258000374,16,9.5,6.5,0.25,0.166666667,0.25,NY,7,NY_7,1.08257935,0.263112808,0.342746715
3/28/2018,1.141000032,1.578999996,1.387249991,1.360999942,4.452875167,4.48900032,2.111999989,6.618000031,-2.717500031,-2.653000116,0.538999975,5.717000008,15.5,9.25,6.25,0.125,0.083333333,0.125,NY,7,NY_7,1.077516513,0.261418132,0.342794656
3/29/2018,0,0,0,0,7.216812879,7.181000233,4.083000183,10.1420002,4.370062441,4.358500004,0.529999971,3.904999971,15,9,6,0,0,0,NY,7,NY_7,1.074767678,0.2597801,0.342718682
3/30/2018,0.43900001,0.855000019,0.715875,0.723999977,9.457250476,9.504000664,7.782999992,11.02900028,7.900687516,7.888499975,0.059,2.342999935,17,9.666666667,6,0,0,0,NY,7,NY_7,1.074490554,0.25848295,0.342450613
3/31/2018,1.807000041,3.102999926,2.420750014,2.397000074,9.553875208,9.533000469,3.344000101,15.72599983,2.532187551,2.572000027,0.375999987,6.986000061,19,10.33333333,6,0,0,0,NY,7,NY_7,1.076808174,0.257748977,0.341716941
4/1/2018,0,0,0,0,8.939875484,8.941000462,4.711999893,13.16399956,-3.757312506,-3.934000015,2.414000034,11.31499958,21,11,6,0,0,0,NY,7,NY_7,1.081810058,0.257422942,0.34146342
4/2/2018,8.732999802,11.71899986,10.34631228,10.65100002,8.137438029,8.143500328,0.344999999,15.68999958,-1.673500001,-1.661000013,0.140000001,10.15200043,23,11.66666667,6,0,0,0,NY,7,NY_7,1.089553359,0.25730015,0.341676463
4/3/2018,3.34800005,3.54399991,3.449999988,3.437000036,3.208062679,3.230000257,0.317000002,5.857999802,-0.726625009,-0.730000019,0.136999995,3.503999949,21,11.5,7.25,0.25,0.1875,0.1875,NY,7,NY_7,1.100063976,0.257191259,0.341807662
4/4/2018,3.957999945,6.143000126,5.356875062,5.431000233,5.534937739,5.538000107,4.112999916,6.859000206,3.724125013,3.769999981,0.067000002,2.213000059,19,11.33333333,8.5,0.5,0.375,0.375,NY,7,NY_7,1.113337648,0.256880162,0.342120493
4/5/2018,2.144000053,3.424999952,2.691187501,2.625,7.305250317,7.321000338,0.902999997,13.5909996,-2.112374999,-2.115500093,0.225999996,9.883999825,17,11.16666667,9.75,0.75,0.5625,0.5625,NY,7,NY_7,1.129341025,0.256373712,0.341961476
4/6/2018,0,0,0,0,4.360062644,4.380000114,1.011000037,7.644000053,-9.003125072,-9.027000427,2.299999952,7.56799984,15,11,11,1,0.75,0.75,NY,7,NY_7,1.148012714,0.255714849,0.341624843
4/7/2018,2.246000052,2.75999999,2.553687513,2.601999998,9.195875347,9.31400013,3.055999994,15.88199997,1.866749987,1.828999996,0.611000001,12.04500008,16.75,11.25,10,1,0.729166667,0.8125,NY,7,NY_7,1.169264297,0.254992002,0.340911319
4/8/2018,0,0,0,0,4.828750163,4.820000172,0.159999996,9.479999542,-8.746249855,-8.763999939,3.036000013,8.902000427,18.5,11.5,9,1,0.708333333,0.875,NY,7,NY_7,1.192981327,0.254550317,0.340743373
4/9/2018,0,0,0,0,3.779750228,3.743000269,-0.448000014,8.024999619,-9.515187502,-9.487999916,2.944000006,7.855000019,20.25,11.75,8,1,0.6875,0.9375,NY,7,NY_7,1.219024306,0.254699451,0.341766728
4/10/2018,0.485000014,0.660000026,0.552687503,0.526000023,5.234250218,5.274000168,1.432999969,9.541000366,-4.221375018,-4.127999783,0.658999979,8.25399971,22,12,7,1,0.666666667,1,NY,7,NY_7,1.247229628,0.255676895,0.342346301
4/11/2018,0,0,0,0,5.858000249,5.971000195,0.791000009,10.55300045,-3.853937462,-3.759000063,0.879999995,8.211999893,21.25,11.5,6.75,1,0.666666667,1,NY,7,NY_7,1.277410506,0.257171001,0.342737785
4/12/2018,0,0,0,0,7.3120628,7.360000134,3.964999914,10.74199963,-2.312937506,-2.219000101,1.968000054,8.69299984,20.5,11,6.5,1,0.666666667,1,NY,7,NY_7,1.309359475,0.258762363,0.343149525
4/13/2018,0,0,0,0,12.56818837,12.52550077,8.465000153,16.54500008,4.215312481,4.251999855,3.280999899,10.41899967,19.75,10.5,6.25,1,0.666666667,1,NY,7,NY_7,1.342860551,0.260002657,0.343156701
4/14/2018,0,0,0,0,20.45918882,20.60500145,13.01799965,27.09900093,7.753062516,7.767999887,2.345999956,25.89299965,19,10,6,1,0.666666667,1,NY,7,NY_7,1.377710959,0.260632617,0.342211523
4/15/2018,0,0,0,0,14.76212573,14.98300076,5.72300005,24.20700073,5.968312532,5.935500145,1.687000036,16.07099915,18.5,9.916666667,6,1,0.666666667,1,NY,7,NY_7,1.413725747,0.260650994,0.34198319
4/16/2018,19.76000023,36.59999847,29.32868755,30.68099976,5.259250224,5.241500139,3.438999891,6.815000057,2.023125,2.066499949,0.150000006,2.857000113,18,9.833333333,6,1,0.666666667,1,NY,7,NY_7,1.450737331,0.260071012,0.342118319
4/17/2018,29.9109993,40.47600174,35.73156261,36.91699982,10.09706306,10.16500092,5.177000046,14.82600021,5.001249909,4.982999802,0.134000003,4.760000229,17.5,9.75,6,1,0.666666667,1,NY,7,NY_7,1.488595039,0.258920371,0.342092033
4/18/2018,0,0,0,0,5.87181282,5.915000439,3.354000092,8.192000389,-2.959437519,-2.98150003,2.625,5.693999767,17,9.666666667,6,1,0.666666667,1,NY,7,NY_7,1.527164672,0.257301073,0.342234776
4/19/2018,1.710999966,2.190999985,2.040500022,2.04550004,8.325500518,8.381000519,4.552000046,12.43999958,-0.134249994,-0.092,0.889999986,9.069999695,18.75,10.08333333,5.75,1,0.583333333,0.75,NY,7,NY_7,1.566328066,0.255659504,0.34266672
4/20/2018,2.605999947,4.289999962,3.451500028,3.299999952,5.391500294,5.463000298,2.719000101,8.085000038,-1.350437514,-1.315999985,1.082999945,5.125,20.5,10.5,5.5,1,0.5,0.5,NY,7,NY_7,1.605982678,0.254337855,0.342886779
4/21/2018,0,0,0,0,7.067250252,7.034000158,3.069999933,11.19699955,-4.312187493,-4.319000006,3.135999918,8.696000099,22.25,10.91666667,5.25,1,0.416666667,0.25,NY,7,NY_7,1.646041167,0.253630887,0.342241502
4/22/2018,0,0,0,0,11.0471257,11.17900085,4.958000183,17.1970005,-4.457874924,-4.410999775,3.052000046,15.7840004,24,11.33333333,5,1,0.333333333,0,NY,7,NY_7,1.686430995,0.253433415,0.342231798
4/23/2018,0,0,0,0,12.1445632,12.23400021,5.368999958,18.36800003,-3.136874959,-3.096999884,2.111000061,17.44799995,23.75,11.33333333,5.25,1,0.458333333,0.25,NY,7,NY_7,1.727094032,0.253261676,0.343676854
4/24/2018,0.001,2.885999918,0.911999991,0.867999971,12.36987567,12.49200058,5.855999947,18.02899933,1.363375008,1.360000014,0.841000021,14.50699997,23.5,11.33333333,5.5,1,0.583333333,0.5,NY,7,NY_7,1.767986179,0.252651384,0.344095223
4/25/2018,7.934000015,10.64299965,10.05425,10.55700016,14.00987571,14.09000111,10.54300022,17.43499947,7.078124911,7.133999825,0.165999994,12.17500019,23.25,11.33333333,5.75,1,0.708333333,0.75,NY,7,NY_7,1.80907699,0.251252336,0.344098469
4/26/2018,4.269999981,10.21399975,7.047874957,7.376999855,13.28543836,13.23650074,11.54300022,14.75500011,11.93993747,11.94200039,0.039999999,3.540999889,23,11.33333333,6,1,0.833333333,1,NY,7,NY_7,1.850349313,0.249330813,0.34430178
4/27/2018,0,0,0,0,16.31850076,16.33000088,11.50399971,20.73200035,5.755874991,5.81099987,2.724999905,15.82400036,23.25,11.33333333,5.75,1,0.708333333,0.75,NY,7,NY_7,1.891798935,0.247432767,0.344353133
4/28/2018,2.881999969,3.505000114,3.089624986,3.003999949,11.09881306,11.17200089,8.722000122,12.85099983,8.935687482,8.965999603,0.152999997,4.288000107,23.5,11.33333333,5.5,1,0.583333333,0.5,NY,7,NY_7,1.933433248,0.24612672,0.343627292
4/29/2018,3.88499999,5.485000134,4.584375054,4.53000021,14.30850077,14.348001,9.904999733,19.04800034,9.608062685,9.633000374,0.479000002,9.987000465,23.75,11.33333333,5.25,1,0.458333333,0.25,NY,7,NY_7,1.975266877,0.245733039,0.343684141
4/30/2018,0,0.090000004,0.005625,0,11.51806313,11.51550055,7.914999962,15.50300026,0.532312496,0.568500012,2.868000031,11.75599957,24,11.33333333,5,1,0.333333333,0,NY,7,NY_7,2.017320036,0.246337736,0.345027246
5/1/2018,0.31400001,1.559999943,0.919187497,0.90200001,9.381500304,9.359000206,7.245999813,11.62100029,1.834062502,1.845000029,2.438999891,7.686999798,23.75,11.33333333,5.25,1,0.416666667,0.25,NY,7,NY_7,2.059617828,0.247718103,0.345396301
5/2/2018,0,0,0,0,19.80343843,19.93900108,12.98900032,26.70100021,0.964375015,0.822000027,6.592000008,30.07299995,23.5,11.33333333,5.5,1,0.5,0.5,NY,7,NY_7,2.102189542,0.249324984,0.345600019
5/3/2018,0,0,0,0,24.959126,25.05400085,18.57600021,31.125,5.295499951,5.232999802,10.0539999,38.86100006,23.25,11.33333333,5.75,1,0.583333333,0.75,NY,7,NY_7,2.145067539,0.250592121,0.345771285
5/4/2018,0,0.301999986,0.052062499,0,26.07450116,26.27500153,18.65800095,32.72700119,14.47306252,14.52000046,2.411999941,35.72100067,23,11.33333333,6,1,0.666666667,1,NY,7,NY_7,2.188284903,0.251066774,0.345823016
5/5/2018,0,0,0,0,22.54550147,22.6760006,16.42700005,28.75600052,11.98074991,12.00949955,5.459000111,22.83699989,25.5,12.75,7.5,1,0.583333333,0.75,NY,7,NY_7,2.231874484,0.251069446,0.345200983
5/6/2018,0,0,0,0,19.42731345,19.52900124,14.69099998,23.50200081,6.424625099,6.425000191,4.550000191,21.98200035,28,14.16666667,9,1,0.5,0.5,NY,7,NY_7,2.275868378,0.251070438,0.345221927
5/7/2018,0,0,0,0,15.25318813,15.23700047,12.12199974,18.28199959,9.85512507,9.824999809,1.363000035,10.56200027,30.5,15.58333333,10.5,1,0.416666667,0.25,NY,7,NY_7,2.320297425,0.251564375,0.346551753
5/8/2018,0,0,0,0,17.09687579,17.24500084,10.65400028,23.40099907,8.925374866,8.958999634,1.881000042,18.05699921,33,17,12,1,0.333333333,0,NY,7,NY_7,2.365190695,0.252620188,0.346874902
5/9/2018,0,0,0,0,16.13000089,16.30600166,10.25699997,21.67499924,9.031500101,8.98900032,0.795000017,13.96500015,31.25,16.41666667,12,1,0.333333333,0,NY,7,NY_7,2.41057499,0.253856934,0.347033406
5/10/2018,0,0,0,0,17.18918836,17.39900017,11.5539999,23.38100052,9.212500036,9.085000038,0.256000012,18.17900085,29.5,15.83333333,12,1,0.333333333,0,NY,7,NY_7,2.45647434,0.254869641,0.347785764
5/11/2018,2.653000116,4.093999863,3.234874979,2.898000002,16.70781326,16.78700066,13.28999996,19.81800079,12.35487515,12.34800005,0.312999994,8.43500042,27.75,15.25,12,1,0.333333333,0,NY,7,NY_7,2.502909505,0.255327157,0.348087991
5/12/2018,1.72300005,4.006000042,2.628812492,2.484499931,17.16943812,17.15600014,11.44299984,22.49900055,3.181312501,3.194999933,2.413000107,21.59799957,26,14.66666667,12,1,0.333333333,0,NY,7,NY_7,2.549897476,0.255467586,0.347782797
5/13/2018,3.698999882,4.230000019,3.931312516,3.958000064,13.12118804,13.13200092,11.2159996,14.83199978,10.15743762,10.20600033,0.38499999,4.143000126,25.625,14.29166667,11.25,1,0.416666667,0.125,NY,7,NY_7,2.597450987,0.255639047,0.348142237
5/14/2018,5.014999866,8.982000351,6.358312607,5.613500118,11.88062578,11.94200039,11.10900021,12.3039999,9.831062496,9.830999851,0.300999999,2.72300005,25.25,13.91666667,10.5,1,0.5,0.25,NY,7,NY_7,2.645578017,0.256206971,0.349468341
5/15/2018,0,0,0,0,16.87125099,17.0150013,12.81799984,21.24399948,13.49468738,13.53899956,0.158000007,8.265000343,24.875,13.54166667,9.75,1,0.583333333,0.375,NY,7,NY_7,2.694281308,0.25746626,0.350091934
5/16/2018,14.68400002,23.21999931,18.41137511,18.7595005,23.64506364,23.73200035,16.50699997,31.15800095,16.38137472,16.375,0.611000001,24.10899925,24.5,13.16666667,9,1,0.666666667,0.5,NY,7,NY_7,2.743557875,0.259196422,0.350509773
5/17/2018,14.91100025,20.0720005,17.19781274,17.71850014,15.76800078,15.75200081,13.38599968,17.71800041,13.26912516,13.26500034,0.134000003,4.422999859,24.125,12.79166667,8.25,1,0.75,0.625,NY,7,NY_7,2.793398525,0.261073318,0.351107634
5/18/2018,0.712000012,3.505000114,2.286562495,2.618499994,18.32243824,18.47800064,14.70100021,21.80400085,15.58712518,15.61900043,0.252000004,7.184999943,23.75,12.41666667,7.5,1,0.833333333,0.75,NY,7,NY_7,2.843787376,0.26272964,0.351529052
5/19/2018,3.006000042,4.664999962,3.899750039,3.926000118,14.22643828,14.32400036,10.21000004,18.22500038,5.182437569,5.195000172,0.501999974,11.72299957,23.375,12.04166667,6.75,1,0.916666667,0.875,NY,7,NY_7,2.89470138,0.263876703,0.351128072
5/20/2018,12.10999966,14.29300022,13.0461874,13.16449976,14.38950056,14.40400028,10.8210001,18.10300064,12.78731251,12.81000042,0,1.248000026,23,11.66666667,6,1,1,1,NY,7,NY_7,2.946113536,0.264437893,0.351358609
5/21/2018,0,0,0,0,21.23450089,21.26300049,14.66699982,27.61300087,14.93925017,14.94500017,0.535000026,17.43199921,26.25,13.75,9.25,0.75,0.75,0.75,NY,7,NY_7,2.998007427,0.264351136,0.352063402
5/22/2018,0,0,0,0,20.27043843,20.47400093,15.04199982,25.44599915,9.465437472,9.546999931,3.08100009,22.15999985,29.5,15.83333333,12.5,0.5,0.5,0.5,NY,7,NY_7,3.050381641,0.26356886,0.352639805
